"code","causeid","short_desc","long_desc","major","three_digit"
"D694","otherncd","THROMBOPENIES IRE., NCA","Autres thrombopénies primaires","Purpura et autres affections hémorragiques","D69"
"D695","otherncd","THROMBOPENIE IIRE.","Thrombopénie secondaire","Purpura et autres affections hémorragiques","D69"
"D696","otherncd","THROMBOPENIE, SAI","Thrombopénie, sans précision","Purpura et autres affections hémorragiques","D69"
"D699","none","AFF. HEMORR., SAI","Affection hémorragique, sans précision","Purpura et autres affections hémorragiques","D69"
"D70","otherncd","AGRANULOCYTOSE","Agranulocytose","Agranulocytose","D70"
"D71","otherncd","ANOM. FCT. DES GRANULOCYTES NEUTROPHILES","Anomalies fonctionnelles des granulocytes neutrophiles","Anomalies fonctionnelles des granulocytes neutrophiles","D71"
"D721","otherncd","EOSINOPHILIE","Éosinophilie","Autres anomalies des leucocytes","D72"
"D728","otherncd","ANOM. PREC. DES LEUCOCYTES, NCA","Autres anomalies précisées des leucocytes","Autres anomalies des leucocytes","D72"
"D730","none","HYPOSPLENISME","Hyposplénisme","Maladie de la rate","D73"
"D731","otherncd","HYPERSPLENISME","Hypersplénisme","Maladie de la rate","D73"
"D735","otherncd","INFARCTUS DE LA RATE","Infarctus de la rate","Maladie de la rate","D73"
"D739","otherncd","MAL. DE LA RATE, SAI","Maladie de la rate, sans précision","Maladie de la rate","D73"
"D752","otherncd","*** SU11 *** THROMBOCYTOSE ESSENTIELLE","*** SU11 *** Thrombocytose essentielle","Autres maladies du sang et des organes hématopoïétiques","D75"
"D758","otherncd","MAL. PREC. DU SANG ET DES ORG. HEMATO., NCA","Autres maladies précisées du sang et des organes hématopoïétiques","Autres maladies du sang et des organes hématopoïétiques","D75"
"D759","none","MAL. DU SANG ET DES ORG. HEMATO., SAI","Maladie du sang et des organes hématopoïétiques, sans précision","Autres maladies du sang et des organes hématopoïétiques","D75"
"D760","none","*** SU11 *** HISTIOCYTOSE DES CELL. DE LANGERHANS, NCA","*** SU11 *** Histiocytose des cellules de Langerhans, non classée ailleurs","Autres maladies précisées avec participation des tissus lymphoréticulaire et réticulohistiocytaire","D76"
"D761","otherncd","LYMPHOHISTIOCYTOSE HEMOPHAGOCYTAIRE","Lymphohistiocytose hémophagocytaire","Autres maladies précisées avec participation des tissus lymphoréticulaire et réticulohistiocytaire","D76"
"D762","otherncd","SYND. HEMOPHAGOCYTAIRE ASSOCIE A UNE INFECT.","Syndrome hémophagocytaire associé à une infection","Autres maladies précisées avec participation des tissus lymphoréticulaire et réticulohistiocytaire","D76"
"D800","none","HYPOGAMMAGLOBULINEMIE HERED.","Hypogammaglobulinémie héréditaire","Déficit immunitaire avec déficit prédominant de la production d'anticorps","D80"
"D801","none","HYPOGAMMAGLOBULINEMIE","Hypogammaglobulinémie (non familiale)","Déficit immunitaire avec déficit prédominant de la production d'anticorps","D80"
"D803","none","DEFIC. SELECTIF EN SOUS-CLASSES D'IG G","Déficit sélectif en sous-classes d'immunoglobulines G [IgG]","Déficit immunitaire avec déficit prédominant de la production d'anticorps","D80"
"D811","none","DEFIC. IMMUN. COMBINE SEVERE AVEC NB. FAIBLE DE CELL. B ET T","Déficit immunitaire combiné sévère [DICS] avec nombre faible de cellules B et T","Déficits immunitaires combinés","D81"
"D819","none","DEFIC. IMMUN. COMBINE, SAI","Déficit immunitaire combiné, sans précision","Déficits immunitaires combinés","D81"
"D831","none","DEFIC. IMMUN. COMMUN VARIABLE + ANOM. LYMPHOCYTES T IMMUNOREGULATEURS","Déficit immunitaire commun variable avec anomalies prédominantes des lymphocytes T immunorégulateurs","Déficit immunitaire commun variable","D83"
"D839","none","DEFIC. IMMUN. COMMUN VARIABLE, SAI","Déficit immunitaire commun variable, sans précision","Déficit immunitaire commun variable","D83"
"D849","none","DEFIC. IMMUN., SAI","Déficit immunitaire, sans précision","Autres déficits immunitaires","D84"
"D860","none","SARCOIDOSE DU POUMON","Sarcoïdose du poumon","Sarcoïdose","D86"
"D868","otherncd","SARCOIDOSE DE LOC. AUTRES ET ASSOCIEES","Sarcoïdose de localisations autres et associées","Sarcoïdose","D86"
"D869","resp","SARCOIDOSE, SAI","Sarcoïdose, sans précision","Sarcoïdose","D86"
"D892","otherncd","HYPERGAMMAGLOBULINEMIE, SAI","Hypergammaglobulinémie, sans précision","Autres anomalies du système immunitaire, non classées ailleurs","D89"
"D899","none","ANOM. DU SYST. IMMUN., SAI","Anomalie du système immunitaire, sans précision","Autres anomalies du système immunitaire, non classées ailleurs","D89"
"E035","otherncd","COMA MYXOEDEMATEUX","Coma myxoedémateux","Autres hypothyroïdies","E03"
"E039","otherncd","HYPOTHYROIDIE, SAI","Hypothyroïdie, sans précision","Autres hypothyroïdies","E03"
"E048","otherncd","GOITRES NON TOXIQUES PREC., NCA","Autres goitres non toxiques précisés","Autres goitres non toxiques","E04"
"E049","otherncd","GOITRE, SAI","Goitre (non toxique), sans précision","Autres goitres non toxiques","E04"
"E050","none","THYREOTOXICOSE AVEC GOITRE DIFFUS","Thyréotoxicose avec goitre diffus","Thyréotoxicose [hyperthyroïdie]","E05"
"E059","otherncd","THYREOTOXICOSE, SAI","Thyréotoxicose, sans précision","Thyréotoxicose [hyperthyroïdie]","E05"
"E060","nutrition","THYROIDITE AIG.","Thyroïdite aiguë","Thyroïdite","E06"
"E063","otherncd","THYROIDITE AUTO-IMMUNE","Thyroïdite auto-immune","Thyroïdite","E06"
"E079","otherncd","AFF. DE LA THYROIDE, SAI","Affection de la thyroïde, sans précision","Autres affections de la thyroïde","E07"
"E100","none","DIABETE TYPE 1, AVEC COMA","Diabète sucré de type 1, avec coma","Diabète sucré de type 1","E10"
"E101","diab_ckd","DIABETE TYPE 1, AVEC ACIDOCETOSE","Diabète sucré de type 1, avec acidocétose","Diabète sucré de type 1","E10"
"E102","diab_ckd","DIABETE TYPE 1, AVEC COMPLIC. RENALES","Diabète sucré de type 1, avec complications rénales","Diabète sucré de type 1","E10"
"E103","diab_ckd","DIABETE TYPE 1, AVEC COMPLIC. OCULAIRES","Diabète sucré de type 1, avec complications oculaires","Diabète sucré de type 1","E10"
"E104","diab_ckd","DIABETE TYPE 1, AVEC COMPLIC. NEURO.","Diabète sucré de type 1, avec complications neurologiques","Diabète sucré de type 1","E10"
"E105","diab_ckd","DIABETE TYPE 1, AVEC COMPLIC. VASC. PERIPH.","Diabète sucré de type 1, avec complications vasculaires périphériques","Diabète sucré de type 1","E10"
"E106","diab_ckd","DIABETE TYPE 1, AVEC AUTRES COMPLIC. PREC.","Diabète sucré de type 1, avec autres complications précisées","Diabète sucré de type 1","E10"
"E107","diab_ckd","DIABETE TYPE 1, AVEC COMPLIC. MULT.","Diabète sucré de type 1, avec complications multiples","Diabète sucré de type 1","E10"
"E108","diab_ckd","DIABETE TYPE 1, AVEC COMPLIC. NON PREC.","Diabète sucré de type 1, avec complications non précisées","Diabète sucré de type 1","E10"
"E109","diab_ckd","DIABETE TYPE 1, SANS COMPLIC.","Diabète sucré de type 1, sans complication","Diabète sucré de type 1","E10"
"E110","none","DIABETE TYPE 2, AVEC COMA","Diabète sucré de type 2, avec coma","Diabète sucré de type 2","E11"
"E111","diab_ckd","DIABETE TYPE 2, AVEC ACIDOCETOSE","Diabète sucré de type 2, avec acidocétose","Diabète sucré de type 2","E11"
"E112","diab_ckd","DIABETE TYPE 2, AVEC COMPLIC. RENALES","Diabète sucré de type 2, avec complications rénales","Diabète sucré de type 2","E11"
"E113","diab_ckd","DIABETE TYPE 2, AVEC COMPLIC. OCULAIRES","Diabète sucré de type 2, avec complications oculaires","Diabète sucré de type 2","E11"
"E114","diab_ckd","DIABETE TYPE 2, AVEC COMPLIC. NEURO.","Diabète sucré de type 2, avec complications neurologiques","Diabète sucré de type 2","E11"
"E115","diab_ckd","DIABETE TYPE 2, AVEC COMPLIC. VASC. PERIPH.","Diabète sucré de type 2, avec complications vasculaires périphériques","Diabète sucré de type 2","E11"
"E116","diab_ckd","DIABETE TYPE 2, AVEC AUTRES COMPLIC. PREC.","Diabète sucré de type 2, avec autres complications précisées","Diabète sucré de type 2","E11"
"E117","diab_ckd","DIABETE TYPE 2, AVEC COMPLIC. MULT.","Diabète sucré de type 2, avec complications multiples","Diabète sucré de type 2","E11"
"E118","diab_ckd","DIABETE TYPE 2, AVEC COMPLIC. NON PREC.","Diabète sucré de type 2, avec complications non précisées","Diabète sucré de type 2","E11"
"E119","diab_ckd","DIABETE TYPE 2, SANS COMPLIC.","Diabète sucré de type 2, sans complication","Diabète sucré de type 2","E11"
"E139","none","DIABETES SUCRES PREC. NCA, SANS COMPLIC.","Autres diabètes sucrés précisés, sans complication","Autres diabètes sucrés précisés","E13"
"E140","none","DIABETE SUCRE, SAI, AVEC COMA","Diabète sucré, sans précision, avec coma","Diabète sucré, sans précision","E14"
"E141","none","DIABETE SUCRE, SAI, AVEC ACIDOCETOSE","Diabète sucré, sans précision, avec acidocétose","Diabète sucré, sans précision","E14"
"E142","none","DIABETE SUCRE, SAI, AVEC COMPLIC. RENALES","Diabète sucré, sans précision, avec complications rénales","Diabète sucré, sans précision","E14"
"E143","none","DIABETE SUCRE, SAI, AVEC COMPLIC. OCULAIRES","Diabète sucré, sans précision, avec complications oculaires","Diabète sucré, sans précision","E14"
"E144","none","DIABETE SUCRE, SAI, AVEC COMPLIC. NEURO.","Diabète sucré, sans précision, avec complications neurologiques","Diabète sucré, sans précision","E14"
"E145","none","DIABETE SUCRE, SAI, AVEC COMPLIC. VASC. PERIPH.","Diabète sucré, sans précision, avec complications vasculaires périphériques","Diabète sucré, sans précision","E14"
"E146","none","DIABETE SUCRE, SAI, AVEC AUTRES COMPLIC. PREC.","Diabète sucré, sans précision, avec autres complications précisées","Diabète sucré, sans précision","E14"
"E147","none","DIABETE SUCRE, SAI, AVEC COMPLIC. MULT.","Diabète sucré, sans précision, avec complications multiples","Diabète sucré, sans précision","E14"
"E148","none","DIABETE SUCRE, SAI, AVEC COMPLIC. NON PREC.","Diabète sucré, sans précision, avec complications non précisées","Diabète sucré, sans précision","E14"
"E149","none","DIABETE SUCRE, SAI, SANS COMPLIC.","Diabète sucré, sans précision, sans complication","Diabète sucré, sans précision","E14"
"E15","otherncd","COMA HYPOGLYCEMIQUE NON DIABETIQUE","Coma hypoglycémique non diabétique","Coma hypoglycémique non diabétique","E15"
"E162","otherncd","HYPOGLYCEMIE, SAI","Hypoglycémie, sans précision","Autres anomalies de la sécrétion pancréatique interne","E16"
"E164","otherncd","SECRETION ANORMALE DE GASTRINE","Sécrétion anormale de gastrine","Autres anomalies de la sécrétion pancréatique interne","E16"
"E213","otherncd","HYPERPARATHYROIDIE, SAI","Hyperparathyroïdie, sans précision","Hyperparathyroïdie et autres maladies de la glande parathyroïde","E21"
"E222","otherncd","SYND. DE SECRETION ANL. DE L'HORMONE ANTIDIURETIQUE","Syndrome de sécrétion anormale de l'hormone antidiurétique","Hypersécrétion de l'hypophyse","E22"
"E230","none","HYPOPITUITARISME","Hypopituitarisme","Hyposécrétion et autres anomalies de l'hypophyse","E23"
"E232","otherncd","DIABETE INSIPIDE","Diabète insipide","Hyposécrétion et autres anomalies de l'hypophyse","E23"
"E236","otherncd","ANOM. DE L'HYPOPHYSE, NCA","Autres anomalies de l'hypophyse","Hyposécrétion et autres anomalies de l'hypophyse","E23"
"E249","otherncd","SYND. DE CUSHING, SAI","Syndrome de Cushing, sans précision","Syndrome de Cushing","E24"
"E260","none","HYPERALDOSTERONISME IRE.","Hyperaldostéronisme primaire","Hyperaldostéronisme","E26"
"E269","otherncd","HYPERALDOSTERONISME, SAI","Hyperaldostéronisme, sans précision","Hyperaldostéronisme","E26"
"E271","otherncd","INSUF. CORTICOSURRENALE IRE.","Insuffisance corticosurrénale primaire","Autres maladies de la glande surrénale","E27"
"E272","otherncd","CRISE ADDISONIENNE","Crise addisonienne","Autres maladies de la glande surrénale","E27"
"E274","otherncd","INSUF. CORTICOSURRENALES, NCA OU SAI","Insuffisances corticosurrénales, autres et sans précision","Autres maladies de la glande surrénale","E27"
"E279","otherncd","MAL. DE LA GLD. SURRENALE, SAI","Maladie de la glande surrénale, sans précision","Autres maladies de la glande surrénale","E27"
"E329","otherncd","MAL. DU THYMUS, SAI","Maladie du thymus, sans précision","Maladies du thymus","E32"
"E340","none","SYND. CARCINOIDE","Syndrome carcinoïde","Autres troubles endocriniens","E34"
"E348","otherncd","TBL. ENDOCRINIENS PREC., NCA","Autres troubles endocriniens précisés","Autres troubles endocriniens","E34"
"E41","otherncd","MARASME NUTR.","Marasme nutritionnel","Marasme nutritionnel","E41"
"E43","otherncd","MALNUTRITION PROTEINO-ENERGETIQUE GRAVE, SAI","Malnutrition protéino-énergétique grave, sans précision","Malnutrition protéino-énergétique grave, sans précision","E43"
"E46","otherncd","MALNUTRITION PROTEINO-ENERGETIQUE, SAI","Malnutrition protéino-énergétique, sans précision","Malnutrition protéino-énergétique, sans précision","E46"
"E538","nutrition","AVITAMINOSES PREC. DU GROUPE B, NCA","Autres avitaminoses précisées du groupe B","Autres avitaminoses du groupe B","E53"
"E610","none","CARENCE EN CUIVRE","Carence en cuivre","Carences en autres éléments nutritionnels","E61"
"E639","nutrition","CARENCE NUTR., SAI","Carence nutritionnelle, sans précision","Autres carences nutritionnelles","E63"
"E640","none","SEQ. DE MALNUTRITION PROTEINO-ENERGETIQUE","Séquelles de malnutrition protéino-énergétique","Séquelles de malnutrition et autres carences nutritionnelles","E64"
"E660","none","OBESITE DUE A UN EXCES CALORIQUE","Obésité due à un excès calorique","Obésité et surpoids","E66"
"E662","otherncd","OBÉSITÉ (EXTRÊME) + HYPOVENTILATION ALVÉOLAIRE","Obésité (extrême) avec hypoventilation alvéolaire","Obésité et surpoids","E66"
"E668","otherncd","OBESITES, NCA","Autres obésités","Obésité et surpoids","E66"
"E669","otherncd","OBESITE, SAI","Obésité, sans précision","Obésité et surpoids","E66"
"E711","otherncd","ANOM. DU METAB. DES ACIDES AMINES A CHAINE RAMIFIEE, NCA","Autres anomalies du métabolisme des acides aminés à chaîne ramifiée","Anomalies du métabolisme des acides aminés à chaîne ramifiée et du métabolisme des acides gras","E71"
"E712","otherncd","ANOM. DU MEBABOLISME DES ACIDES AMINES A CHAINE RAMIFIEE, SAI","Anomalie du mébabolisme des acides aminés à chaîne ramifiée, sans précision","Anomalies du métabolisme des acides aminés à chaîne ramifiée et du métabolisme des acides gras","E71"
"E713","otherncd","ANOM. DU METAB. DES ACIDES GRAS","Anomalie du métabolisme des acides gras","Anomalies du métabolisme des acides aminés à chaîne ramifiée et du métabolisme des acides gras","E71"
"E721","otherncd","ANOM. DU METAB. DES ACIDES AMINES SOUFRES","Anomalies du métabolisme des acides aminés soufrés","Autres anomalies du métabolisme des acides aminés","E72"
"E722","otherncd","ANOM. DU CYCLE DE L'UREOGENESE","Anomalies du cycle de l'uréogenèse","Autres anomalies du métabolisme des acides aminés","E72"
"E723","otherncd","ANOM. DU METAB. DE LA LYSINE ET DE L'HYDROXYLYSINE","Anomalies du métabolisme de la lysine et de l'hydroxylysine","Autres anomalies du métabolisme des acides aminés","E72"
"E724","otherncd","ANOM. DU METAB. DE L'ORNITHINE","Anomalies du métabolisme de l'ornithine","Autres anomalies du métabolisme des acides aminés","E72"
"E725","otherncd","ANOM. DU METAB. DE LA GLYCINE","Anomalies du métabolisme de la glycine","Autres anomalies du métabolisme des acides aminés","E72"
"E728","otherncd","ANOM. PREC. DU METAB. DES ACIDES AMINES, NCA","Autres anomalies précisées du métabolisme des acides aminés","Autres anomalies du métabolisme des acides aminés","E72"
"E740","none","THESAURISMOSE GLYCOGENIQUE","Thésaurismose glycogénique","Autres anomalies du métabolisme des hydrates de carbone","E74"
"E742","otherncd","ANOM. DU METAB. DU GALACTOSE","Anomalies du métabolisme du galactose","Autres anomalies du métabolisme des hydrates de carbone","E74"
"E743","otherncd","ANOM. DE L'ABSORPTION INTEST. DES HYDRATES DE CARBONE, NCA","Autres anomalies de l'absorption intestinale des hydrates de carbone","Autres anomalies du métabolisme des hydrates de carbone","E74"
