causeid,all_text
cvd,"['i319', 'disease', 'pericardium', 'unspecified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i341', 'nonrheumatic', 'mitral', 'valve', 'prolapse', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i348', 'nonrheumatic', 'mitral', 'valve', 'disorders', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i349', 'nonrheumatic', 'mitral', 'valve', 'disorder', 'unspecified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i351', 'nonrheumatic', 'aortic', 'valve', 'insufficiency', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i352', 'nonrheumatic', 'aortic', 'valve', 'stenosis', 'insufficiency', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i358', 'nonrheumatic', 'aortic', 'valve', 'disorders', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i359', 'nonrheumatic', 'aortic', 'valve', 'disorder', 'unspecified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i361', 'nonrheumatic', 'tricuspid', 'valve', 'insufficiency', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i368', 'nonrheumatic', 'tricuspid', 'valve', 'disorders', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i371', 'nonrheumatic', 'pulmonary', 'valve', 'insufficiency', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i38', 'endocarditis', 'valve', 'unspecified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i401', 'isolated', 'myocarditis', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i409', 'acute', 'myocarditis', 'unspecified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i421', 'obstructive', 'hypertrophic', 'cardiomyopathy', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i422', 'hypertrophic', 'cardiomyopathy', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i423', 'endomyocardial', 'eosinophilic', 'disease', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i424', 'endocardial', 'fibroelastosis', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i425', 'restrictive', 'cardiomyopathy', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i426', 'alcoholic', 'cardiomyopathy', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i428', 'cardiomyopathies', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i471', 'supraventricular', 'tachycardia', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i472', 'ventricular', 'tachycardia', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i48', 'atrial', 'fibrillation', 'flutter', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i481', 'persistent', 'atrial', 'fibrillation', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i482', 'chronic', 'atrial', 'fibrillation', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i489', 'unspecified', 'atrial', 'fibrillation', 'atrial', 'flutter', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i511', 'rupture', 'chordae', 'tendineae', 'elsewhere', 'classified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i513', 'intracardiac', 'thrombosis', 'elsewhere', 'classified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i514', 'myocarditis', 'unspecified', 'forms', 'heart', 'disease', 'diseases', 'circulatory', 'system']"
cvd,"['i601', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'middle', 'cerebral', 'artery', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i602', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'anterior', 'communicating', 'artery', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i603', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'posterior', 'communicating', 'artery', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i605', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'vertebral', 'artery', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i606', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'intracranial', 'arteries', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i607', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'unspecified', 'intracranial', 'artery', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i608', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i609', 'nontraumatic', 'subarachnoid', 'hemorrhage', 'unspecified', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i611', 'nontraumatic', 'intracerebral', 'hemorrhage', 'hemisphere', 'cortical', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i612', 'nontraumatic', 'intracerebral', 'hemorrhage', 'hemisphere', 'unspecified', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i613', 'nontraumatic', 'intracerebral', 'hemorrhage', 'brain', 'stem', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i614', 'nontraumatic', 'intracerebral', 'hemorrhage', 'cerebellum', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i615', 'nontraumatic', 'intracerebral', 'hemorrhage', 'intraventricular', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i618', 'nontraumatic', 'intracerebral', 'hemorrhage', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i619', 'nontraumatic', 'intracerebral', 'hemorrhage', 'unspecified', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i621', 'nontraumatic', 'extradural', 'hemorrhage', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i629', 'nontraumatic', 'intracranial', 'hemorrhage', 'unspecified', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i631', 'cerebral', 'infarction', 'due', 'embolism', 'precerebral', 'arteries', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i632', 'cerebral', 'infarction', 'due', 'unspecified', 'occlusion', 'stenosis', 'precerebral', 'arteries', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i633', 'cerebral', 'infarction', 'due', 'thrombosis', 'cerebral', 'arteries', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i634', 'cerebral', 'infarction', 'due', 'embolism', 'cerebral', 'arteries', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i635', 'cerebral', 'infarction', 'due', 'unspecified', 'occlusion', 'stenosis', 'cerebral', 'arteries', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i636', 'cerebral', 'infarction', 'due', 'cerebral', 'venous', 'thrombosis', 'nonpyogenic', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i638', 'cerebral', 'infarction', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i639', 'cerebral', 'infarction', 'unspecified', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i671', 'cerebral', 'aneurysm', 'nonruptured', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i672', 'cerebral', 'atherosclerosis', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i673', 'progressive', 'vascular', 'leukoencephalopathy', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i675', 'moyamoya', 'disease', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i676', 'nonpyogenic', 'thrombosis', 'intracranial', 'venous', 'system', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
msk,"['i677', 'cerebral', 'arteritis', 'elsewhere', 'classified', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i691', 'sequelae', 'nontraumatic', 'intracerebral', 'hemorrhage', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i692', 'sequelae', 'nontraumatic', 'intracranial', 'hemorrhage', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i693', 'sequelae', 'cerebral', 'infarction', 'cerebrovascular', 'diseases', 'diseases', 'circulatory', 'system']"
cvd,"['i702', 'atherosclerosis', 'native', 'arteries', 'extremities', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i711', 'thoracic', 'aortic', 'aneurysm', 'ruptured', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i712', 'thoracic', 'aortic', 'aneurysm', 'without', 'rupture', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i713', 'abdominal', 'aortic', 'aneurysm', 'ruptured', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i714', 'abdominal', 'aortic', 'aneurysm', 'without', 'rupture', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i715', 'thoracoabdominal', 'aortic', 'aneurysm', 'ruptured', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i716', 'thoracoabdominal', 'aortic', 'aneurysm', 'without', 'rupture', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i718', 'aortic', 'aneurysm', 'unspecified', 'site', 'ruptured', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i719', 'aortic', 'aneurysm', 'unspecified', 'site', 'without', 'rupture', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i722', 'aneurysm', 'renal', 'artery', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i723', 'aneurysm', 'iliac', 'artery', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i724', 'aneurysm', 'artery', 'lower', 'extremity', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i728', 'aneurysm', 'specified', 'arteries', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i729', 'aneurysm', 'unspecified', 'site', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i731', 'thromboangiitis', 'obliterans', 'buergers', 'disease', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i738', 'specified', 'peripheral', 'vascular', 'diseases', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i739', 'peripheral', 'vascular', 'disease', 'unspecified', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i771', 'stricture', 'artery', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i772', 'rupture', 'artery', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i776', 'arteritis', 'unspecified', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i778', 'specified', 'disorders', 'arteries', 'arterioles', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i779', 'disorder', 'arteries', 'arterioles', 'unspecified', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i781', 'nevus', 'nonneoplastic', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i788', 'diseases', 'capillaries', 'diseases', 'arteries', 'arterioles', 'capillaries', 'diseases', 'circulatory', 'system']"
cvd,"['i801', 'phlebitis', 'thrombophlebitis', 'femoral', 'vein', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i802', 'phlebitis', 'thrombophlebitis', 'unspecified', 'deep', 'vessels', 'lower', 'extremities', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i803', 'phlebitis', 'thrombophlebitis', 'lower', 'extremities', 'unspecified', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i809', 'phlebitis', 'thrombophlebitis', 'unspecified', 'site', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i81', 'portal', 'vein', 'thrombosis', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i822', 'embolism', 'thrombosis', 'vena', 'cava', 'thoracic', 'veins', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i828', 'embolism', 'thrombosis', 'specified', 'veins', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i829', 'embolism', 'thrombosis', 'unspecified', 'vein', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i831', 'varicose', 'veins', 'lower', 'extremities', 'inflammation', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i832', 'varicose', 'veins', 'lower', 'extremities', 'ulcer', 'inflammation', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i839', 'asymptomatic', 'varicose', 'veins', 'lower', 'extremities', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i864', 'gastric', 'varices', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i871', 'compression', 'vein', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i872', 'venous', 'insufficiency', 'chronic', 'peripheral', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i878', 'specified', 'disorders', 'veins', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
skin,"['i898', 'specified', 'noninfective', 'disorders', 'lymphatic', 'vessels', 'lymph', 'nodes', 'diseases', 'veins', 'lymphatic', 'vessels', 'lymph', 'nodes', 'elsewhere', 'classified', 'diseases', 'circulatory', 'system']"
cvd,"['i99', 'unspecified', 'disorders', 'circulatory', 'system', 'unspecified', 'disorders', 'circulatory', 'system', 'diseases', 'circulatory', 'system']"
respinfect,"['j041', 'acute', 'tracheitis', 'acute', 'upper', 'respiratory', 'infections', 'diseases', 'respiratory', 'system']"
respinfect,"['j051', 'acute', 'epiglottitis', 'acute', 'upper', 'respiratory', 'infections', 'diseases', 'respiratory', 'system']"
respinfect,"['j09', 'influenza', 'due', 'certain', 'identified', 'influenza', 'viruses', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j101', 'influenza', 'due', 'identified', 'influenza', 'virus', 'respiratory', 'manifestations', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j108', 'influenza', 'due', 'identified', 'influenza', 'virus', 'manifestations', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j111', 'influenza', 'due', 'unidentified', 'influenza', 'virus', 'respiratory', 'manifestations', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j118', 'influenza', 'due', 'unidentified', 'influenza', 'virus', 'manifestations', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j121', 'respiratory', 'syncytial', 'virus', 'pneumonia', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j122', 'parainfluenza', 'virus', 'pneumonia', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j123', 'human', 'metapneumovirus', 'pneumonia', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j128', 'viral', 'pneumonia', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j129', 'viral', 'pneumonia', 'unspecified', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j13', 'pneumonia', 'due', 'streptococcus', 'pneumoniae', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j14', 'pneumonia', 'due', 'hemophilus', 'influenzae', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j151', 'pneumonia', 'due', 'pseudomonas', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
respinfect,"['j152', 'pneumonia', 'due', 'staphylococcus', 'influenza', 'pneumonia', 'diseases', 'respiratory', 'system']"
