code,causeid,short_desc,long_desc,three_digit,sub_chapter,chapter
D684,otherncd,Acquired coagulation factor deficiency,Acquired coagulation factor deficiency,D68,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D685,otherncd,Primary thrombophilia,Primary thrombophilia,D68,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D686,otherncd,Other thrombophilia,Other thrombophilia,D68,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D688,otherncd,Other specified coagulation defects,Other specified coagulation defects,D68,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D689,otherncd,"Coagulation defect, unspecified","Coagulation defect, unspecified",D68,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D690,none,Allergic purpura,Allergic purpura,D69,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D693,otherncd,Immune thrombocytopenic purpura,Immune thrombocytopenic purpura,D69,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D694,otherncd,Other primary thrombocytopenia,Other primary thrombocytopenia,D69,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D695,otherncd,Secondary thrombocytopenia,Secondary thrombocytopenia,D69,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D696,otherncd,"Thrombocytopenia, unspecified","Thrombocytopenia, unspecified",D69,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D699,none,"Hemorrhagic condition, unspecified","Hemorrhagic condition, unspecified",D69,"Coagulation Defects, Purpura And Other Hemorrhagic Conditions",Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D70,otherncd,Neutropenia,Neutropenia,D70,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D71,otherncd,Functional disorders of polymorphonuclear neutrophils,Functional disorders of polymorphonuclear neutrophils,D71,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D721,otherncd,Eosinophilia,Eosinophilia,D72,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D728,otherncd,Other specified disorders of white blood cells,Other specified disorders of white blood cells,D72,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D730,none,Hyposplenism,Hyposplenism,D73,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D731,otherncd,Hypersplenism,Hypersplenism,D73,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D735,otherncd,Infarction of spleen,Infarction of spleen,D73,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D739,otherncd,"Disease of spleen, unspecified","Disease of spleen, unspecified",D73,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D752,otherncd,NA,NA,NA,NA,NA
D758,otherncd,Other specified diseases of blood and blood-forming organs,Other specified diseases of blood and blood-forming organs,D75,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D759,none,"Disease of blood and blood-forming organs, unspecified","Disease of blood and blood-forming organs, unspecified",D75,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D760,none,NA,NA,NA,NA,NA
D761,otherncd,Hemophagocytic lymphohistiocytosis,Hemophagocytic lymphohistiocytosis,D76,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D762,otherncd,"Hemophagocytic syndrome, infection-associated","Hemophagocytic syndrome, infection-associated",D76,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D800,none,Hereditary hypogammaglobulinemia,Hereditary hypogammaglobulinemia,D80,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D801,none,Nonfamilial hypogammaglobulinemia,Nonfamilial hypogammaglobulinemia,D80,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D803,none,Selective deficiency of immunoglobulin G [IgG] subclasses,Selective deficiency of immunoglobulin G [IgG] subclasses,D80,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D811,none,Severe combined immunodeficiency w low T- and B-cell numbers,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,D81,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D819,none,"Combined immunodeficiency, unspecified","Combined immunodeficiency, unspecified",D81,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D831,none,Com variab immunodef w predom immunoreg T-cell disorders,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,D83,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D839,none,"Common variable immunodeficiency, unspecified","Common variable immunodeficiency, unspecified",D83,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D849,none,"Immunodeficiency, unspecified","Immunodeficiency, unspecified",D84,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D860,none,Sarcoidosis of lung,Sarcoidosis of lung,D86,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D868,otherncd,Sarcoidosis of other sites,Sarcoidosis of other sites,D86,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D869,resp,"Sarcoidosis, unspecified","Sarcoidosis, unspecified",D86,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D892,otherncd,"Hypergammaglobulinemia, unspecified","Hypergammaglobulinemia, unspecified",D89,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D899,none,"Disorder involving the immune mechanism, unspecified","Disorder involving the immune mechanism, unspecified",D89,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
E035,otherncd,Myxedema coma,Myxedema coma,E03,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E039,otherncd,"Hypothyroidism, unspecified","Hypothyroidism, unspecified",E03,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E048,otherncd,Other specified nontoxic goiter,Other specified nontoxic goiter,E04,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E049,otherncd,"Nontoxic goiter, unspecified","Nontoxic goiter, unspecified",E04,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E050,none,Thyrotoxicosis with diffuse goiter,Thyrotoxicosis with diffuse goiter,E05,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E059,otherncd,"Thyrotoxicosis, unspecified","Thyrotoxicosis, unspecified",E05,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E060,nutrition,Acute thyroiditis,Acute thyroiditis,E06,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E063,otherncd,Autoimmune thyroiditis,Autoimmune thyroiditis,E06,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E079,otherncd,"Disorder of thyroid, unspecified","Disorder of thyroid, unspecified",E07,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases"
E100,none,NA,NA,NA,NA,NA
E101,diab_ckd,Type 1 diabetes mellitus with ketoacidosis,Type 1 diabetes mellitus with ketoacidosis,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E102,diab_ckd,Type 1 diabetes mellitus with kidney complications,Type 1 diabetes mellitus with kidney complications,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E103,diab_ckd,Type 1 diabetes mellitus with ophthalmic complications,Type 1 diabetes mellitus with ophthalmic complications,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E104,diab_ckd,Type 1 diabetes mellitus with neurological complications,Type 1 diabetes mellitus with neurological complications,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E105,diab_ckd,Type 1 diabetes mellitus with circulatory complications,Type 1 diabetes mellitus with circulatory complications,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E106,diab_ckd,Type 1 diabetes mellitus with other specified complications,Type 1 diabetes mellitus with other specified complications,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E107,diab_ckd,NA,NA,NA,NA,NA
E108,diab_ckd,Type 1 diabetes mellitus with unspecified complications,Type 1 diabetes mellitus with unspecified complications,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E109,diab_ckd,Type 1 diabetes mellitus without complications,Type 1 diabetes mellitus without complications,E10,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E110,none,Type 2 diabetes mellitus with hyperosmolarity,Type 2 diabetes mellitus with hyperosmolarity,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E111,diab_ckd,Type 2 diabetes mellitus with ketoacidosis,Type 2 diabetes mellitus with ketoacidosis,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E112,diab_ckd,Type 2 diabetes mellitus with kidney complications,Type 2 diabetes mellitus with kidney complications,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E113,diab_ckd,Type 2 diabetes mellitus with ophthalmic complications,Type 2 diabetes mellitus with ophthalmic complications,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E114,diab_ckd,Type 2 diabetes mellitus with neurological complications,Type 2 diabetes mellitus with neurological complications,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E115,diab_ckd,Type 2 diabetes mellitus with circulatory complications,Type 2 diabetes mellitus with circulatory complications,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E116,diab_ckd,Type 2 diabetes mellitus with other specified complications,Type 2 diabetes mellitus with other specified complications,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E117,diab_ckd,NA,NA,NA,NA,NA
E118,diab_ckd,Type 2 diabetes mellitus with unspecified complications,Type 2 diabetes mellitus with unspecified complications,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E119,diab_ckd,Type 2 diabetes mellitus without complications,Type 2 diabetes mellitus without complications,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E139,none,Other specified diabetes mellitus without complications,Other specified diabetes mellitus without complications,E13,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases"
E140,none,NA,NA,NA,NA,NA
E141,none,NA,NA,NA,NA,NA
E142,none,NA,NA,NA,NA,NA
E143,none,NA,NA,NA,NA,NA
E144,none,NA,NA,NA,NA,NA
E145,none,NA,NA,NA,NA,NA
E146,none,NA,NA,NA,NA,NA
E147,none,NA,NA,NA,NA,NA
E148,none,NA,NA,NA,NA,NA
E149,none,NA,NA,NA,NA,NA
E15,otherncd,Nondiabetic hypoglycemic coma,Nondiabetic hypoglycemic coma,E15,Other Disorders Of Glucose Regulation And Pancreatic Internal Secretion,"Endocrine, nutritional and metabolic diseases"
E162,otherncd,"Hypoglycemia, unspecified","Hypoglycemia, unspecified",E16,Other Disorders Of Glucose Regulation And Pancreatic Internal Secretion,"Endocrine, nutritional and metabolic diseases"
E164,otherncd,Increased secretion of gastrin,Increased secretion of gastrin,E16,Other Disorders Of Glucose Regulation And Pancreatic Internal Secretion,"Endocrine, nutritional and metabolic diseases"
E213,otherncd,"Hyperparathyroidism, unspecified","Hyperparathyroidism, unspecified",E21,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E222,otherncd,Syndrome of inappropriate secretion of antidiuretic hormone,Syndrome of inappropriate secretion of antidiuretic hormone,E22,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E230,none,Hypopituitarism,Hypopituitarism,E23,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E232,otherncd,Diabetes insipidus,Diabetes insipidus,E23,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E236,otherncd,Other disorders of pituitary gland,Other disorders of pituitary gland,E23,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E249,otherncd,"Cushing's syndrome, unspecified","Cushing's syndrome, unspecified",E24,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E260,none,Primary hyperaldosteronism,Primary hyperaldosteronism,E26,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E269,otherncd,"Hyperaldosteronism, unspecified","Hyperaldosteronism, unspecified",E26,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E271,otherncd,Primary adrenocortical insufficiency,Primary adrenocortical insufficiency,E27,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E272,otherncd,Addisonian crisis,Addisonian crisis,E27,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E274,otherncd,Other and unspecified adrenocortical insufficiency,Other and unspecified adrenocortical insufficiency,E27,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E279,otherncd,"Disorder of adrenal gland, unspecified","Disorder of adrenal gland, unspecified",E27,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E329,otherncd,"Disease of thymus, unspecified","Disease of thymus, unspecified",E32,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E340,none,Carcinoid syndrome,Carcinoid syndrome,E34,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E348,otherncd,Other specified endocrine disorders,Other specified endocrine disorders,E34,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases"
E41,otherncd,Nutritional marasmus,Nutritional marasmus,E41,Malnutrition,"Endocrine, nutritional and metabolic diseases"
