predicted_causeid,code,short_desc,long_desc,three_digit,sub_chapter,chapter,all_text
otherncd,G629,"Polyneuropathy, unspecified","Polyneuropathy, unspecified",G62,Polyneuropathies And Other Disorders Of The Peripheral Nervous System,Diseases of the nervous system,"G629 Polyneuropathy, unspecified Polyneuropathies And Other Disorders Of The Peripheral Nervous System Diseases of the nervous system"
neuro,G700,Myasthenia gravis,Myasthenia gravis,G70,Diseases Of Myoneural Junction And Muscle,Diseases of the nervous system,G700 Myasthenia gravis Diseases Of Myoneural Junction And Muscle Diseases of the nervous system
neuro,G710,Muscular dystrophy,Muscular dystrophy,G71,Diseases Of Myoneural Junction And Muscle,Diseases of the nervous system,G710 Muscular dystrophy Diseases Of Myoneural Junction And Muscle Diseases of the nervous system
cvd,G800,Spastic quadriplegic cerebral palsy,Spastic quadriplegic cerebral palsy,G80,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,G800 Spastic quadriplegic cerebral palsy Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system
cvd,G803,Athetoid cerebral palsy,Athetoid cerebral palsy,G80,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,G803 Athetoid cerebral palsy Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system
cvd,G808,Other cerebral palsy,Other cerebral palsy,G80,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,G808 Other cerebral palsy Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system
cvd,G809,"Cerebral palsy, unspecified","Cerebral palsy, unspecified",G80,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,"G809 Cerebral palsy, unspecified Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system"
otherncd,G819,"Hemiplegia, unspecified","Hemiplegia, unspecified",G81,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,"G819 Hemiplegia, unspecified Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system"
otherncd,G822,Paraplegia,Paraplegia,G82,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,G822 Paraplegia Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system
otherncd,G825,Quadriplegia,Quadriplegia,G82,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,G825 Quadriplegia Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system
otherncd,G839,"Paralytic syndrome, unspecified","Paralytic syndrome, unspecified",G83,Cerebral Palsy And Other Paralytic Syndromes,Diseases of the nervous system,"G839 Paralytic syndrome, unspecified Cerebral Palsy And Other Paralytic Syndromes Diseases of the nervous system"
neuro,G900,Idiopathic peripheral autonomic neuropathy,Idiopathic peripheral autonomic neuropathy,G90,Other Disorders Of The Nervous System,Diseases of the nervous system,G900 Idiopathic peripheral autonomic neuropathy Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G910,Communicating hydrocephalus,Communicating hydrocephalus,G91,Other Disorders Of The Nervous System,Diseases of the nervous system,G910 Communicating hydrocephalus Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G911,Obstructive hydrocephalus,Obstructive hydrocephalus,G91,Other Disorders Of The Nervous System,Diseases of the nervous system,G911 Obstructive hydrocephalus Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G912,(Idiopathic) normal pressure hydrocephalus,(Idiopathic) normal pressure hydrocephalus,G91,Other Disorders Of The Nervous System,Diseases of the nervous system,G912 (Idiopathic) normal pressure hydrocephalus Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G918,Other hydrocephalus,Other hydrocephalus,G91,Other Disorders Of The Nervous System,Diseases of the nervous system,G918 Other hydrocephalus Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G919,"Hydrocephalus, unspecified","Hydrocephalus, unspecified",G91,Other Disorders Of The Nervous System,Diseases of the nervous system,"G919 Hydrocephalus, unspecified Other Disorders Of The Nervous System Diseases of the nervous system"
otherncd,G92,Toxic encephalopathy,Toxic encephalopathy,G92,Other Disorders Of The Nervous System,Diseases of the nervous system,G92 Toxic encephalopathy Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G930,Cerebral cysts,Cerebral cysts,G93,Other Disorders Of The Nervous System,Diseases of the nervous system,G930 Cerebral cysts Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G931,"Anoxic brain damage, not elsewhere classified","Anoxic brain damage, not elsewhere classified",G93,Other Disorders Of The Nervous System,Diseases of the nervous system,"G931 Anoxic brain damage, not elsewhere classified Other Disorders Of The Nervous System Diseases of the nervous system"
otherncd,G932,Benign intracranial hypertension,Benign intracranial hypertension,G93,Other Disorders Of The Nervous System,Diseases of the nervous system,G932 Benign intracranial hypertension Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G934,Other and unspecified encephalopathy,Other and unspecified encephalopathy,G93,Other Disorders Of The Nervous System,Diseases of the nervous system,G934 Other and unspecified encephalopathy Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G935,Compression of brain,Compression of brain,G93,Other Disorders Of The Nervous System,Diseases of the nervous system,G935 Compression of brain Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G936,Cerebral edema,Cerebral edema,G93,Other Disorders Of The Nervous System,Diseases of the nervous system,G936 Cerebral edema Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G938,Other specified disorders of brain,Other specified disorders of brain,G93,Other Disorders Of The Nervous System,Diseases of the nervous system,G938 Other specified disorders of brain Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G939,"Disorder of brain, unspecified","Disorder of brain, unspecified",G93,Other Disorders Of The Nervous System,Diseases of the nervous system,"G939 Disorder of brain, unspecified Other Disorders Of The Nervous System Diseases of the nervous system"
otherncd,G950,Syringomyelia and syringobulbia,Syringomyelia and syringobulbia,G95,Other Disorders Of The Nervous System,Diseases of the nervous system,G950 Syringomyelia and syringobulbia Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G961,"Disorders of meninges, not elsewhere classified","Disorders of meninges, not elsewhere classified",G96,Other Disorders Of The Nervous System,Diseases of the nervous system,"G961 Disorders of meninges, not elsewhere classified Other Disorders Of The Nervous System Diseases of the nervous system"
otherncd,G968,Other specified disorders of central nervous system,Other specified disorders of central nervous system,G96,Other Disorders Of The Nervous System,Diseases of the nervous system,G968 Other specified disorders of central nervous system Other Disorders Of The Nervous System Diseases of the nervous system
otherncd,G98,Other disorders of nervous system not elsewhere classified,Other disorders of nervous system not elsewhere classified,G98,Other Disorders Of The Nervous System,Diseases of the nervous system,G98 Other disorders of nervous system not elsewhere classified Other Disorders Of The Nervous System Diseases of the nervous system
neo,H440,Purulent endophthalmitis,Purulent endophthalmitis,H44,Disorders Of Vitreous Body And Globe,Diseases of the eye and adnexa,H440 Purulent endophthalmitis Disorders Of Vitreous Body And Globe Diseases of the eye and adnexa
otherncd,H512,Internuclear ophthalmoplegia,Internuclear ophthalmoplegia,H51,"Disorders Of Ocular Muscles, Binocular Movement, Accommodation And Refraction",Diseases of the eye and adnexa,"H512 Internuclear ophthalmoplegia Disorders Of Ocular Muscles, Binocular Movement, Accommodation And Refraction Diseases of the eye and adnexa"
otherncd,H534,Visual field defects,Visual field defects,H53,Visual Disturbances And Blindness,Diseases of the eye and adnexa,H534 Visual field defects Visual Disturbances And Blindness Diseases of the eye and adnexa
neo,H540,"Blindness, both eyes","Blindness, both eyes",H54,Visual Disturbances And Blindness,Diseases of the eye and adnexa,"H540 Blindness, both eyes Visual Disturbances And Blindness Diseases of the eye and adnexa"
neo,H669,"Otitis media, unspecified","Otitis media, unspecified",H66,Diseases Of Middle Ear And Mastoid,Diseases of the ear and mastoid process,"H669 Otitis media, unspecified Diseases Of Middle Ear And Mastoid Diseases of the ear and mastoid process"
neo,H700,Acute mastoiditis,Acute mastoiditis,H70,Diseases Of Middle Ear And Mastoid,Diseases of the ear and mastoid process,H700 Acute mastoiditis Diseases Of Middle Ear And Mastoid Diseases of the ear and mastoid process
neo,H729,Unspecified perforation of tympanic membrane,Unspecified perforation of tympanic membrane,H72,Diseases Of Middle Ear And Mastoid,Diseases of the ear and mastoid process,H729 Unspecified perforation of tympanic membrane Diseases Of Middle Ear And Mastoid Diseases of the ear and mastoid process
cvd,I050,Rheumatic mitral stenosis,Rheumatic mitral stenosis,I05,Chronic Rheumatic Heart Diseases,Diseases of the circulatory system,I050 Rheumatic mitral stenosis Chronic Rheumatic Heart Diseases Diseases of the circulatory system
cvd,I090,Rheumatic myocarditis,Rheumatic myocarditis,I09,Chronic Rheumatic Heart Diseases,Diseases of the circulatory system,I090 Rheumatic myocarditis Chronic Rheumatic Heart Diseases Diseases of the circulatory system
cvd,I10,Essential (primary) hypertension,Essential (primary) hypertension,I10,Hypertensive Diseases,Diseases of the circulatory system,I10 Essential (primary) hypertension Hypertensive Diseases Diseases of the circulatory system
cvd,I110,Hypertensive heart disease with heart failure,Hypertensive heart disease with heart failure,I11,Hypertensive Diseases,Diseases of the circulatory system,I110 Hypertensive heart disease with heart failure Hypertensive Diseases Diseases of the circulatory system
cvd,I120,Hyp chr kidney disease w stage 5 chr kidney disease or ESRD,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,I12,Hypertensive Diseases,Diseases of the circulatory system,I120 Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease Hypertensive Diseases Diseases of the circulatory system
cvd,I130,Hyp hrt & chr kdny dis w hrt fail and stg 1-4/unsp chr kdny,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",I13,Hypertensive Diseases,Diseases of the circulatory system,"I130 Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease Hypertensive Diseases Diseases of the circulatory system"
cvd,I200,Unstable angina,Unstable angina,I20,Ischemic Heart Diseases,Diseases of the circulatory system,I200 Unstable angina Ischemic Heart Diseases Diseases of the circulatory system
cvd,I210,ST elevation (STEMI) myocardial infarction of anterior wall,ST elevation (STEMI) myocardial infarction of anterior wall,I21,Ischemic Heart Diseases,Diseases of the circulatory system,I210 ST elevation (STEMI) myocardial infarction of anterior wall Ischemic Heart Diseases Diseases of the circulatory system
cvd,I269,Pulmonary embolism without acute cor pulmonale,Pulmonary embolism without acute cor pulmonale,I26,Pulmonary Heart Disease And Diseases Of Pulmonary Circulation,Diseases of the circulatory system,I269 Pulmonary embolism without acute cor pulmonale Pulmonary Heart Disease And Diseases Of Pulmonary Circulation Diseases of the circulatory system
cvd,I270,Primary pulmonary hypertension,Primary pulmonary hypertension,I27,Pulmonary Heart Disease And Diseases Of Pulmonary Circulation,Diseases of the circulatory system,I270 Primary pulmonary hypertension Pulmonary Heart Disease And Diseases Of Pulmonary Circulation Diseases of the circulatory system
